strategy,fgi_col,entry,exit,fast,slow,total_return,cagr,sharpe,max_dd,calmar,transactions
kontrarian_long,FGI_Equal,1.0,67.0,,,78.864867811357,3.2882341468900567,0.4815358651040214,-13.114373209204297,0.25073513575030915,16
kontrarian_combined,FGI_Equal,1.0,67.0,,,-39.6562960508079,-2.771395929398146,-0.040878086327244725,-72.58053894621412,-0.03818373312785527,33
kontrarian_long,FGI_Equal,1.0,68.0,,,79.02628874095292,3.2934185513297853,0.48222017433246805,-13.114373209204297,0.2511304580701048,16
kontrarian_combined,FGI_Equal,1.0,68.0,,,-39.54728039434801,-2.761630777783386,-0.040374086057327147,-72.58053894621412,-0.038049190842050586,33
kontrarian_long,FGI_Equal,1.0,69.0,,,89.85747486288874,3.6315784638418114,0.5233907811465874,-13.114373209204297,0.2769159002805407,16
kontrarian_combined,FGI_Equal,1.0,69.0,,,-31.898423564352463,-2.114891301766253,-0.007176683025928118,-70.00373660654908,-0.030211120209951734,33
kontrarian_long,FGI_Equal,1.0,70.0,,,90.07639238698364,3.638223644927785,0.5240816239466459,-13.114373209204297,0.2774226100546159,16
kontrarian_combined,FGI_Equal,1.0,70.0,,,-31.116790329947573,-2.0527159673065176,-0.0039853377273639705,-69.9788595722477,-0.02933337267646165,33
kontrarian_long,FGI_Equal,1.0,71.0,,,90.07639238698364,3.638223644927785,0.5240816239466459,-13.114373209204297,0.2774226100546159,16
kontrarian_combined,FGI_Equal,1.0,71.0,,,-31.228791927518518,-2.061584159810903,-0.00443937691382107,-69.9788595722478,-0.02946009941305882,33
kontrarian_long,FGI_Equal,1.0,72.0,,,90.50746739926667,3.651287706420203,0.5256995280385055,-13.114373209204297,0.27841877367479173,16
kontrarian_combined,FGI_Equal,1.0,72.0,,,-30.91310432324378,-2.0366231232713083,-0.0031640595755421776,-69.97885957224773,-0.02910340545302333,33
kontrarian_long,FGI_Equal,1.0,73.0,,,90.45142328911476,3.6495908260317345,0.525445094545029,-13.114373209204297,0.27828938278729753,16
kontrarian_combined,FGI_Equal,1.0,73.0,,,-30.95374078675871,-2.039830151931188,-0.0033243805495029137,-69.97885957224773,-0.029149233988662274,33
kontrarian_long,FGI_Equal,1.0,74.0,,,91.40680920213589,3.678453319631414,0.5291346306863924,-13.114373209204297,0.28049021184250716,16
kontrarian_combined,FGI_Equal,1.0,74.0,,,-30.255335818731034,-1.9849583438175555,-0.0005213469677736014,-69.97885957224777,-0.02836511420664464,33
kontrarian_long,FGI_Equal,1.0,75.0,,,102.96731156356027,4.0173116875469095,0.5716368936548085,-13.114373209204297,0.30632891282424135,16
kontrarian_combined,FGI_Equal,1.0,75.0,,,-20.861756508549824,-1.2934267028798518,0.03468388856970069,-69.97885957224771,-0.01848310633791466,33
kontrarian_long,FGI_Equal,1.0,76.0,,,104.45800901665687,4.059672637487988,0.5769726363681741,-13.114373209204297,0.30955902906886273,16
kontrarian_combined,FGI_Equal,1.0,76.0,,,-19.592177004327425,-1.2059787661248822,0.039120859419538176,-69.97885957224769,-0.017233472701563588,33
kontrarian_long,FGI_Equal,1.0,77.0,,,106.13372029915186,4.106944281327984,0.5824724670475532,-13.114373209204297,0.31316359659838977,16
kontrarian_combined,FGI_Equal,1.0,77.0,,,-18.229389031842068,-1.113549954767512,0.043806305216804294,-69.9788595722477,-0.015912662217906808,33
kontrarian_long,FGI_Equal,1.0,78.0,,,105.09538948877139,4.077696042784851,0.5777519186958727,-13.114373209204297,0.3109333536369796,16
kontrarian_combined,FGI_Equal,1.0,78.0,,,-17.552564266919635,-1.0681847976211412,0.046099746192763996,-69.97885957224773,-0.015264392763050439,33
kontrarian_long,FGI_Equal,1.0,79.0,,,85.72555667054753,3.504778895965255,0.48443611477362153,-13.114373209204297,0.2672471524224606,14
kontrarian_combined,FGI_Equal,1.0,79.0,,,-32.26411161238375,-2.1442118467672855,-0.008683838736605063,-69.97885957224764,-0.03064085153536342,29
kontrarian_long,FGI_Equal,1.0,80.0,,,64.95483107719708,2.824001264022602,0.38072398002511826,-17.912328950263127,0.1576568447276711,12
kontrarian_combined,FGI_Equal,1.0,80.0,,,-45.84243192262048,-3.3547716313824805,-0.07107544812152887,-73.25651853469644,-0.045794854826380564,25
kontrarian_long,FGI_Equal,1.0,81.0,,,66.74692228082067,2.885841315929949,0.38758993474852427,-17.912328950263067,0.1611092183458124,12
kontrarian_combined,FGI_Equal,1.0,81.0,,,-44.63900610814826,-3.2365156078610235,-0.06494542394195593,-72.66225632709099,-0.04454190898355491,25
kontrarian_long,FGI_Equal,1.0,82.0,,,60.77967575188823,2.6774310730035777,0.3576846824335442,-17.91232895026307,0.14947420184376725,11
kontrarian_combined,FGI_Equal,1.0,82.0,,,-47.55396303757833,-3.5273041317155474,-0.08004241937281553,-73.98197604907368,-0.04767788480502086,23
kontrarian_long,FGI_Equal,1.0,83.0,,,72.6436337415254,3.0849809099045444,0.39147585980975597,-17.912328950263127,0.17222667797529628,11
kontrarian_combined,FGI_Equal,1.0,83.0,,,-38.48255432424546,-2.6671219979476413,-0.035588732980878696,-70.91453581769697,-0.037610370951367794,23
kontrarian_long,FGI_Equal,1.0,84.0,,,54.74056558470875,2.4589370871401783,0.2774674178314105,-33.01417910469779,0.07448124272126097,9
kontrarian_combined,FGI_Equal,1.0,84.0,,,-46.63628285748141,-3.434146429425522,-0.07530187969420747,-67.82494665093137,-0.050632497318423834,19
kontrarian_long,FGI_Equal,1.0,85.0,,,53.169073334234284,2.400760603706553,0.272101203707409,-33.01417910469779,0.07271907613068393,9
kontrarian_combined,FGI_Equal,1.0,85.0,,,-44.0179984492827,-3.1764379409281673,-0.06393153553603996,-67.82494665093144,-0.04683288521074783,17
kontrarian_long,FGI_Equal,1.0,86.0,,,55.19946772112363,2.4758203570194315,0.2712785222856497,-33.01417910469776,0.07499263722923022,9
kontrarian_combined,FGI_Equal,1.0,86.0,,,-41.32656390248016,-2.923131810008317,-0.05074147134520137,-66.33730277829666,-0.04406467684972968,17
kontrarian_long,FGI_Equal,1.0,87.0,,,58.40342642065232,2.592398864725909,0.2811023968095978,-33.01417910469776,0.07852380204592223,9
kontrarian_combined,FGI_Equal,1.0,87.0,,,-38.85506052081443,-2.7000100256448945,-0.039150171642417936,-66.0286740777521,-0.040891477276455625,17
kontrarian_long,FGI_Equal,1.0,88.0,,,133.55923135620048,4.833029169852021,0.4453045164765238,-33.01417910469776,0.14639252893506913,7
kontrarian_combined,FGI_Equal,1.0,88.0,,,37.980223600223084,1.807461333968785,0.1895811053919785,-56.407661113113846,0.03204283422325022,13
kontrarian_long,FGI_Equal,1.0,89.0,,,235.4306956441302,6.965884656514909,0.5767961100812469,-33.01417910469769,0.2109967548920128,5
kontrarian_combined,FGI_Equal,1.0,89.0,,,196.431808643182,6.232785009835307,0.40459630319444984,-56.407661113113726,0.11049536333968474,9
kontrarian_long,FGI_Equal,1.0,90.0,,,120.09061479510903,4.487138558622239,0.3441607210541903,-55.250241069695925,0.08121482317085091,5
kontrarian_combined,FGI_Equal,1.0,90.0,,,56.200529339173414,2.5124869879397327,0.22438566360254833,-63.850097712225185,0.03934977514464593,9
kontrarian_long,FGI_Equal,1.0,91.0,,,114.79495494944389,4.345636302451039,0.33604359955223007,-55.25024106969594,0.07865370753711635,5
kontrarian_combined,FGI_Equal,1.0,91.0,,,48.86037632931044,2.238313183771057,0.21085771233932954,-63.85009771222522,0.03505575189343042,9
kontrarian_long,FGI_Equal,2.0,50.0,,,16.779599409964028,0.8668352034229887,0.13592823040572694,-26.101479991441256,0.03321019358700067,20
kontrarian_combined,FGI_Equal,2.0,50.0,,,-72.81577385630264,-6.9910820096040105,-0.2626240956210145,-79.08345396978189,-0.08840132364824799,41
kontrarian_long,FGI_Equal,2.0,51.0,,,14.743676329116973,0.7681749948933225,0.1261581537724413,-26.101479991441252,0.029430323305238218,20
kontrarian_combined,FGI_Equal,2.0,51.0,,,-73.70430781653984,-7.162902364698153,-0.27187238271780256,-79.50636832684562,-0.09009218400281997,41
kontrarian_long,FGI_Equal,2.0,52.0,,,15.518128875327264,0.8058980997614373,0.12978176812738673,-26.101479991441202,0.03087557104140053,20
kontrarian_combined,FGI_Equal,2.0,52.0,,,-73.33123524158076,-7.090101593404386,-0.2679561673236859,-79.00806545318952,-0.08973895959527207,41
kontrarian_long,FGI_Equal,2.0,53.0,,,18.453027264979728,0.9467202132773078,0.14341703511496234,-26.101479991441234,0.03627074838621184,20
kontrarian_combined,FGI_Equal,2.0,53.0,,,-71.94825273817833,-6.828367539484692,-0.2539205067971956,-79.03499008837423,-0.08639676593682677,41
kontrarian_long,FGI_Equal,2.0,54.0,,,17.87430686970857,0.9192148772226183,0.1407442416733028,-26.004639978895298,0.03534811010529773,20
kontrarian_combined,FGI_Equal,2.0,54.0,,,-72.22037252672717,-6.878889406242406,-0.2566253998639687,-78.95716025028405,-0.08712179344390314,41
kontrarian_long,FGI_Equal,2.0,55.0,,,25.220427489749355,1.2592685733579634,0.17302540655524026,-25.944758232007032,0.04853653142947592,20
kontrarian_combined,FGI_Equal,2.0,55.0,,,-68.54565539810775,-6.232953529130003,-0.2220934748887349,-76.17359219353196,-0.08182564783467379,41
kontrarian_long,FGI_Equal,2.0,56.0,,,26.834302112171482,1.3314455378973244,0.17990080312123388,-25.944758232007032,0.051318479285529524,20
kontrarian_combined,FGI_Equal,2.0,56.0,,,-66.51099324875571,-5.905359662234966,-0.20488410689405592,-75.55141102254478,-0.07816345958744289,41
kontrarian_long,FGI_Equal,2.0,57.0,,,27.443952182344923,1.3584852853524287,0.18227711080132122,-25.944758232006983,0.05236068392714954,20
kontrarian_combined,FGI_Equal,2.0,57.0,,,-66.15543097159609,-5.850049013582126,-0.20190506409925776,-75.55141102254488,-0.0774313667263798,41
kontrarian_long,FGI_Equal,2.0,58.0,,,25.606593087365283,1.2766185865947355,0.17437753849483248,-25.82841153991534,0.04942691054081447,20
kontrarian_combined,FGI_Equal,2.0,58.0,,,-67.10848063241295,-5.999564973063509,-0.20986518896047474,-76.2398736060944,-0.07869327019167462,41
kontrarian_long,FGI_Equal,2.0,59.0,,,26.502324136467713,1.316669692901118,0.1781913639777526,-25.828411539915276,0.05097757137973174,20
kontrarian_combined,FGI_Equal,2.0,59.0,,,-66.63683816384247,-5.9250688306148,-0.20589784925791374,-75.90301039743976,-0.07806105185539064,41
kontrarian_long,FGI_Equal,2.0,60.0,,,35.54804481292035,1.7067687021239397,0.21488457492111257,-25.828411539915326,0.06608105571983368,20
kontrarian_combined,FGI_Equal,2.0,60.0,,,-61.63543469779841,-5.1910603888973945,-0.16702290268715944,-75.57919536699448,-0.06868372127661386,41
kontrarian_long,FGI_Equal,2.0,61.0,,,34.77587924839216,1.67444387754061,0.21181474888279797,-25.828411539915326,0.06482953374631337,20
kontrarian_combined,FGI_Equal,2.0,61.0,,,-62.070055450545624,-5.251144788195994,-0.1701943494511464,-75.57919536699448,-0.06947870723811879,41
kontrarian_long,FGI_Equal,2.0,62.0,,,34.68458216210924,1.6706103929756688,0.21144203147609061,-26.18188761055394,0.063807866637631,20
kontrarian_combined,FGI_Equal,2.0,62.0,,,-62.120230803755625,-5.258123123587666,-0.17056090911297736,-75.81085353778214,-0.06935844774478307,41
kontrarian_long,FGI_Equal,2.0,63.0,,,35.504639587091916,1.7049562668166152,0.21298966178866427,-26.181887610553872,0.06511968472927637,20
kontrarian_combined,FGI_Equal,2.0,63.0,,,-61.42343072001937,-5.16198465985015,-0.1654463857018344,-77.5926233156012,-0.06652674493107713,41
kontrarian_long,FGI_Equal,2.0,64.0,,,35.74225647434417,1.714871527536932,0.21391080681816182,-26.181887610553872,0.06549839159975884,20
kontrarian_combined,FGI_Equal,2.0,64.0,,,-61.28789961819986,-5.143475929419338,-0.16446644210162978,-77.5926233156012,-0.06628820768823217,41
kontrarian_long,FGI_Equal,2.0,65.0,,,42.104875113859606,1.9744520835070833,0.23777492117503993,-26.181887610553957,0.07541290043240347,20
kontrarian_combined,FGI_Equal,2.0,65.0,,,-57.495282283086645,-4.648898605326945,-0.13841232486844343,-76.78745788358756,-0.06054242103410736,41
kontrarian_long,FGI_Equal,2.0,66.0,,,41.12781651226833,1.9353125906747426,0.23412578830611694,-26.181887610553893,0.07391799321201807,20
kontrarian_combined,FGI_Equal,2.0,66.0,,,-58.076766458882624,-4.721952945683183,-0.14223178146220286,-77.10501618407058,-0.06124054152859006,41
kontrarian_long,FGI_Equal,2.0,67.0,,,43.74197042758696,2.0394655481634993,0.24332188130351798,-24.997510008550996,0.08158674793872875,20
kontrarian_combined,FGI_Equal,2.0,67.0,,,-56.58887433878017,-4.536883791829361,-0.13253812881047541,-76.21618818989107,-0.05952651135643005,41
kontrarian_long,FGI_Equal,2.0,68.0,,,43.87169384824674,2.044587272458487,0.24379357135804344,-24.997510008551004,0.08179163731744027,20
kontrarian_combined,FGI_Equal,2.0,68.0,,,-56.510448719338726,-4.527295956929356,-0.1320339923054208,-76.21618818989118,-0.059400713476377015,41
kontrarian_long,FGI_Equal,2.0,69.0,,,52.576008196199076,2.3786587862910213,0.27390462343515654,-25.025850331009497,0.09504807048828341,20
kontrarian_combined,FGI_Equal,2.0,69.0,,,-51.00787822265216,-3.8923000486202897,-0.09885240058419517,-73.06923324923822,-0.05326865871636703,41
kontrarian_long,FGI_Equal,2.0,70.0,,,58.528193364470326,2.596893421833224,0.2934320999357218,-25.025850331009497,0.10376843893353813,20
kontrarian_combined,FGI_Equal,2.0,70.0,,,-46.574729180712396,-3.42795211416278,-0.07472896055415748,-70.8987393763633,-0.04834997271200585,41
kontrarian_long,FGI_Equal,2.0,71.0,,,58.528193364470326,2.596893421833224,0.2934320999357218,-25.025850331009497,0.10376843893353813,20
kontrarian_combined,FGI_Equal,2.0,71.0,,,-46.66159673103516,-3.4366957921488583,-0.07518299684819778,-70.89873937636332,-0.048473298994856404,41
kontrarian_long,FGI_Equal,2.0,72.0,,,58.88772008971834,2.609826218994904,0.2945918620031299,-25.025850331009515,0.10428521646519519,20
kontrarian_combined,FGI_Equal,2.0,72.0,,,-46.416751930198444,-3.412085222904526,-0.07390856891539097,-70.8987393763634,-0.0481261761904058,41
kontrarian_long,FGI_Equal,2.0,73.0,,,60.910278242087216,2.6820701011096792,0.3011049369539154,-25.025850331009508,0.10717198679104736,20
kontrarian_combined,FGI_Equal,2.0,73.0,,,-45.03456223141087,-3.2751152678648587,-0.0668155761154777,-70.89873937636322,-0.04619426659307771,41
kontrarian_long,FGI_Equal,2.0,74.0,,,66.85845265647552,2.889669140710849,0.31947113554392315,-25.02585033100948,0.11546737083815553,20
kontrarian_combined,FGI_Equal,2.0,74.0,,,-40.832642548235256,-2.8778410143872724,-0.04630606767859381,-69.97885957224769,-0.041124434321712935,41
kontrarian_long,FGI_Equal,2.0,75.0,,,76.93629442187357,3.2259494790459753,0.34946578439344705,-25.025850331009508,0.12890469000562607,20
kontrarian_combined,FGI_Equal,2.0,75.0,,,-32.86367070900691,-2.192608984283917,-0.011114560734894245,-69.97885957224766,-0.031332448080555256,41
kontrarian_long,FGI_Equal,2.0,76.0,,,77.40832469752786,3.2412530775176585,0.35074455009957944,-25.02585033100952,0.1295162016333736,20
kontrarian_combined,FGI_Equal,2.0,76.0,,,-32.417083657991675,-2.1565213782752335,-0.00924582036925084,-69.97885957224771,-0.030816755109431205,41
kontrarian_long,FGI_Equal,2.0,77.0,,,78.86234028113873,3.288152934314992,0.354820609370717,-24.997510008551014,0.13153921863378384,20
kontrarian_combined,FGI_Equal,2.0,77.0,,,-31.27165797545215,-2.0649818669249975,-0.004562193923882653,-69.9788595722477,-0.029508652749521663,41
kontrarian_long,FGI_Equal,2.0,78.0,,,78.47433358551821,3.275672942846275,0.35347005678599835,-24.997510008550996,0.13103996924996741,20
kontrarian_combined,FGI_Equal,2.0,78.0,,,-30.302148047081435,-1.9886199948544125,-0.0006585669691228363,-69.97885957224771,-0.02841743930967205,41
kontrarian_long,FGI_Equal,2.0,79.0,,,80.64525192799528,3.3451724980603226,0.3568191886391516,-24.99751000855101,0.13382022837138677,18
kontrarian_combined,FGI_Equal,2.0,79.0,,,-28.763708645187013,-1.8694820880592156,0.005405940591485114,-69.97885957224771,-0.026714955051948527,37
kontrarian_long,FGI_Equal,2.0,80.0,,,60.44268516873201,2.665444638570391,0.2905912997615491,-32.27560960214063,0.08258386662334675,16
kontrarian_combined,FGI_Equal,2.0,80.0,,,-43.04371891380324,-3.0834405147354027,-0.056967255288443326,-74.11947267091693,-0.041600950514388724,33
kontrarian_long,FGI_Equal,2.0,81.0,,,62.18575581964261,2.727189331905522,0.2957983495490821,-31.712520383867716,0.08599724332515853,16
kontrarian_combined,FGI_Equal,2.0,81.0,,,-41.77810338879433,-2.9648524878708726,-0.05083904601269466,-73.54438601570618,-0.04031378394045872,33
kontrarian_long,FGI_Equal,2.0,82.0,,,56.38173631979768,2.5191004616589074,0.2760860767880105,-31.71252038386771,0.07943551730250946,15
kontrarian_combined,FGI_Equal,2.0,82.0,,,-44.84369721290336,-3.2564573994169344,-0.06593104006625937,-74.82152124493264,-0.04352300441415419,31
kontrarian_long,FGI_Equal,2.0,83.0,,,69.1056387686444,2.966284225919247,0.3096312180417805,-31.712520383867727,0.09353669118737741,15
kontrarian_combined,FGI_Equal,2.0,83.0,,,-34.37536615989467,-2.316470798013137,-0.017518148715830014,-71.85306065607953,-0.0322389996593296,31
kontrarian_long,FGI_Equal,2.0,84.0,,,40.16306309953721,1.896414133735358,0.20552148704813075,-33.01417910469772,0.05744241368901733,13
kontrarian_combined,FGI_Equal,2.0,84.0,,,-50.349697481327425,-3.820910353515816,-0.09531606869315488,-68.69986846530658,-0.05561743332078394,27
kontrarian_long,FGI_Equal,2.0,85.0,,,38.73961497763452,1.8385570524760197,0.20134783446589322,-33.01417910469772,0.055689921795281115,13
kontrarian_combined,FGI_Equal,2.0,85.0,,,-48.76150619285622,-3.652260831970866,-0.08866196468164743,-69.3209608209919,-0.05268624076636978,25
kontrarian_long,FGI_Equal,2.0,86.0,,,33.780859162104534,1.6325309232845697,0.18295770398252423,-38.62715416440332,0.042263815665432095,13
kontrarian_combined,FGI_Equal,2.0,86.0,,,-49.13411155154027,-3.6913798734908077,-0.09078395741066485,-68.313006005191,-0.05403626760635164,25
kontrarian_long,FGI_Equal,2.0,87.0,,,36.54264922386623,1.7481500883538725,0.19051627067960175,-37.12624967397789,0.04708663287310612,13
kontrarian_combined,FGI_Equal,2.0,87.0,,,-46.99148579662783,-3.470023832933944,-0.07919867121450261,-66.97825355123884,-0.051808216084334766,25
kontrarian_long,FGI_Equal,2.0,88.0,,,51.79855815300443,2.3495622691737106,0.2256170675416275,-45.96337771494377,0.05111813765614125,9
kontrarian_combined,FGI_Equal,2.0,88.0,,,-31.17656754588385,-2.0574473812701832,-0.005811673108746884,-70.93329580333118,-0.029005382563565604,17
kontrarian_long,FGI_Equal,2.0,89.0,,,108.6861386886874,4.178254935335346,0.3294110139034097,-44.25318512340014,0.09441704418979718,7
kontrarian_combined,FGI_Equal,2.0,89.0,,,35.73114798162504,1.7144083584908376,0.18495677170414562,-59.22935973296364,0.028945245503585904,13
kontrarian_long,FGI_Equal,2.0,90.0,,,62.84517414526371,2.7503846090160433,0.2419324242406007,-55.250241069695996,0.049780499700382154,5
kontrarian_combined,FGI_Equal,2.0,90.0,,,-11.786134320944253,-0.6953481613420132,0.06383533514752389,-63.850097712225185,-0.010890322587695539,9
kontrarian_long,FGI_Equal,2.0,91.0,,,58.926912339395734,2.611234361002701,0.23423469547346612,-55.250241069695974,0.047261954164303704,5
kontrarian_combined,FGI_Equal,2.0,91.0,,,-15.931467722918601,-0.9609424803000088,0.05032683970671729,-63.85009771222521,-0.015049976659879406,9
kontrarian_long,FGI_Equal,3.0,50.0,,,37.79104842289107,1.7996898054915,0.220461961014369,-24.997510008551018,0.07199476287341705,24
kontrarian_combined,FGI_Equal,3.0,50.0,,,-61.405463484276446,-5.159527446594659,-0.1653729854369125,-68.54445440199792,-0.07527271887431158,49
kontrarian_long,FGI_Equal,3.0,51.0,,,35.38881398095373,1.700117150076963,0.21079638913595922,-24.997510008551004,0.06801145992122402,24
kontrarian_combined,FGI_Equal,3.0,51.0,,,-62.66695079653446,-5.334731330517927,-0.17462116167428676,-68.62134586734575,-0.07774157243768837,49
kontrarian_long,FGI_Equal,3.0,52.0,,,36.302609103006375,1.738189132471657,0.214127822726205,-24.997510008550986,0.06953449091037742,24
kontrarian_combined,FGI_Equal,3.0,52.0,,,-62.13728469380444,-5.260496948472304,-0.17070375705401952,-68.11974306809586,-0.0772242629161659,49
kontrarian_long,FGI_Equal,3.0,53.0,,,39.76556605925647,1.880313622099572,0.2270512989614337,-24.99751000855101,0.07522003677391727,24
kontrarian_combined,FGI_Equal,3.0,53.0,,,-60.17380894702268,-4.99360876297994,-0.1566587266723438,-68.16063326264022,-0.07326235869520605,49
kontrarian_long,FGI_Equal,3.0,54.0,,,24.50632193933382,1.227051029281978,0.16653139988000998,-24.997510008551,0.04908693021273862,22
kontrarian_combined,FGI_Equal,3.0,54.0,,,-68.25299315597826,-6.184621637755039,-0.21979894812053913,-74.30372487618232,-0.0832343418591857,45
kontrarian_long,FGI_Equal,3.0,55.0,,,32.26576064326589,1.568141998858641,0.19683612046570528,-24.997510008551014,0.06273192803292085,22
kontrarian_combined,FGI_Equal,3.0,55.0,,,-64.05346708442217,-5.533869962622939,-0.18525861634585952,-72.96429280034471,-0.07584353593017755,45
kontrarian_long,FGI_Equal,3.0,56.0,,,34.83596975167165,1.6769656870670335,0.20658090013914282,-24.997510008551014,0.06708530915652744,22
kontrarian_combined,FGI_Equal,3.0,56.0,,,-61.2304876854193,-5.1356539454181505,-0.16442591790704741,-71.89751880834632,-0.07143019718257608,45
kontrarian_long,FGI_Equal,3.0,57.0,,,35.48408116200825,1.7040976347026726,0.2087842663809357,-24.997510008550996,0.06817069516602835,22
kontrarian_combined,FGI_Equal,3.0,57.0,,,-60.818860783930816,-5.07989084886481,-0.16144981460934146,-71.8975188083464,-0.07065460579253116,45
kontrarian_long,FGI_Equal,3.0,58.0,,,32.9065515452593,1.595459006632849,0.19893238408156094,-24.997510008550993,0.06382471718531503,22
kontrarian_combined,FGI_Equal,3.0,58.0,,,-62.27655672967026,-5.279920870905608,-0.1720059489393254,-72.15905411205001,-0.07317059426398304,45
kontrarian_long,FGI_Equal,3.0,59.0,,,33.85434036686541,1.6356362023736581,0.20252838524506642,-24.997510008551014,0.06543196509628953,22
kontrarian_combined,FGI_Equal,3.0,59.0,,,-61.73562769236535,-5.204854404398985,-0.16803807424071412,-72.15905411204989,-0.07213030254411029,45
